ProductID,一覧No,タイトル,タイトル状態,サブタイトル・シリーズ,著者,出版社,底本刊行,ISBN,eISBN,code,status,pdf,pages,captured_at,note,収録元,不足項目,次の作業
KP00051730,,,未確認,,,,,,,,取得済,capture_20260916_KP00051730.pdf,368,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00051761,,,未確認,,,,,,,,不完全,in_capture_20260916_KP00051761.pdf,226,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま / キャプチャが途中。取り直したら pages と status を更新する
KP00051814,110,持続可能性の経済理論,検索リスト,SDGs時代と「資本基盤主義」,倉阪秀史,東洋経済新報社,2021-07,9784492396612,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00052507,107,海の歴史と未来,検索リスト,人と生態系のダイナミクス 4,堀正和 山北剛久,朝倉書店,2021-03,9784254185447,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00052508,105,河川の歴史と未来,検索リスト,人と生態系のダイナミクス 5,西廣淳 瀧健太郎 原田守啓 宮崎佑介 河口洋一 宮下直,朝倉書店,2021-09,9784254185454,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00052875,,,未確認,,,,,,,,取得済,capture_20260917_KP00052875.pdf,161,2026-09-17,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00053302,118,現代日本土木史 第二版,検索リスト,,高橋裕,彰国社,2007-08,9784395040315,9784395500833,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053356,,,未確認,,,,,,,,不完全,in_capture_20260922_KP00053356.pdf,113,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま / キャプチャが途中。取り直したら pages と status を更新する
KP00053652,30,鳥の足型・足跡ハンドブック,検索リスト,,小宮輝之 杉田平三,文一総合出版,2012-07,9784829981054,9784829955024,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053653,12,哺乳類の足型・足跡ハンドブック,検索リスト,,小宮輝之,文一総合出版,2013-09,9784829981153,9784829955031,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053654,55,新しい植物分類体系,検索リスト,APGでみる日本の植物,伊藤元己 井鷺裕司,文一総合出版,2018-06,9784829965306,9784829952184,library.pref.hokkaido,取得済,capture_20260921_KP00053654.pdf,180,2026-09-21,,検索リスト+取得台帳,,対応不要
KP00053655,38,樹皮ハンドブック,検索リスト,,林将之,文一総合出版,2008-05,9784829900222,9784829955116,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053656,9,野鳥と木の実ハンドブック,検索リスト,,叶内拓哉,文一総合出版,2006-11,9784829900246,9784829955123,library.pref.hokkaido,取得済,capture_20260915_KP00053656.pdf,84,2026-09-15,,検索リスト+取得台帳,,対応不要
KP00053658,27,朽ち木にあつまる虫ハンドブック,検索リスト,,鈴木知之,文一総合出版,2009-04,9784829901403,9784829955055,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053659,45,日本の鳥550 水辺の鳥 増補改訂版,検索リスト,ネイチャーガイド,桐原政志【解説】 山形則男 吉野俊幸【写真】,文一総合出版,2009-05,9784829901427,9784829955062,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053660,11,声が聞こえる！ カエルハンドブック,検索リスト,,前田憲男【写真・文】 上田秀雄【音声】,文一総合出版,2010-04,9784829901489,9784829955079,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053661,31,日本のスゲ 増補改訂版,検索リスト,ネイチャーガイド,勝山輝男,文一総合出版,2015-08,9784829984048,9784829955536,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053662,15,サクラハンドブック,検索リスト,,大原隆明,文一総合出版,2009-03,9784829901816,9784829955093,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053663,6,紅葉ハンドブック,検索リスト,,林将之,文一総合出版,2008-09,9784829901878,9784829955109,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053664,21,海辺で拾える貝ハンドブック,検索リスト,,池田等【文】 松沢陽士【写真】,文一総合出版,2009-07,9784829910245,9784829955130,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053665,8,新訂 水生生物ハンドブック,検索リスト,,刈田敏三,文一総合出版,2010-11,9784829911792,9784829955154,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053666,24,タカの渡り観察ガイドブック,検索リスト,,信州ワシタカ類渡り調査研究グループ,文一総合出版,2003-10,9784829921791,9784829955147,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053667,23,原寸大写真図鑑 羽,検索リスト,,高田勝 叶内拓哉,文一総合出版,2004-02,9784829921821,9784829955192,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053668,13,♪鳥くんの比べて識別！野鳥図鑑670 第3版,検索リスト,,永井真人【著】 茂田良光【監修】,文一総合出版,2019-11,9784829972311,9784829955161,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053669,7,照葉樹ハンドブック,検索リスト,,林将之,文一総合出版,2012-10,9784829981085,9784829955185,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053670,4,身近な雑草の芽生えハンドブック,検索リスト,,浅井元朗,文一総合出版,2012-12,9784829981115,9784829955208,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053671,44,日本の鳥550 山野の鳥 新訂,検索リスト,ネイチャーガイド,五百澤日丸 山形則男【解説・写真】 吉野俊幸【写真】,文一総合出版,2014-03,9784829984000,9784829955215,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053672,18,日本の水草,検索リスト,ネイチャーガイド,角野康郎,文一総合出版,2014-09,9784829984017,9784829955222,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053673,53,樹木の実生図鑑,検索リスト,芽生えと樹形形成,八田洋章【編】,文一総合出版,2015-09,9784829988404,9784829955239,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053674,19,絵解きで調べる田んぼの生きもの,検索リスト,miniこのは,向井康夫,文一総合出版,2014-04,9784829972021,9784829955246,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053675,25,タンポポハンドブック,検索リスト,,保谷彰彦,文一総合出版,2017-02,9784829981436,9784829955253,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053676,41,テントウムシハンドブック,検索リスト,,阪本優介,文一総合出版,2018-07,9784829981580,9784829955260,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053677,33,どんぐりハンドブック,検索リスト,,いわさゆうこ【著】 八田洋章【監修】,文一総合出版,2010-11,9784829911761,9784829955277,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053678,32,ハムシハンドブック,検索リスト,葉上の宝石。,尾園暁,文一総合出版,2014-08,9784829981221,9784829955284,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053679,57,羽根識別マニュアル,検索リスト,BIRDER SPECIAL,藤井幹,文一総合出版,2020-11,9784829975114,9784829955291,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053680,42,身近な草木の実とタネハンドブック,検索リスト,,多田多恵子,文一総合出版,2010-09,9784829910757,9784829955307,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053681,17,野草のロゼットハンドブック,検索リスト,,亀田龍吉,文一総合出版,2012-10,9784829981092,9784829955314,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053682,48,セミハンドブック,検索リスト,,税所康正,文一総合出版,2019-05,9784829981634,9784829955321,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053683,35,ゲンゴウロウ・ガムシ・ミズスマシハンドブック,検索リスト,水生昆虫 1,三田村敏正 平澤桂 吉井重幸【著】 北野忠【監修】,文一総合出版,2017-06,9784829981511,9784829955338,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053684,29,タガメ・ミズスマシ・アメンボハンドブック,検索リスト,水生昆虫 2,三田村敏正 平澤桂 吉井重幸【著】 北野忠【監修】,文一総合出版,2017-07,9784829981528,9784829955345,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053685,20,カエデ識別ハンドブック,検索リスト,,猪狩貴史,文一総合出版,2010-11,9784829911754,9784829955352,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053687,2,スミレハンドブック,検索リスト,,山田隆彦,文一総合出版,2010-03,9784829910771,9784829955376,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053688,36,身近な雑草の芽生えハンドブック 2,検索リスト,,浅井元朗,文一総合出版,2016-04,9784829981375,9784829955383,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053689,22,街なかの地衣類ハンドブック,検索リスト,,大村嘉人,文一総合出版,2016-10,9784829981320,9784829955390,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053690,5,冬芽ハンドブック,検索リスト,,広沢毅 林将之,文一総合出版,2010-11,9784829911747,9784829955406,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053691,51,冬虫夏草ハンドブック,検索リスト,,盛口満 安田守,文一総合出版,2009-06,9784829901434,9784829955413,library.pref.hokkaido,取得済,capture_20260915_KP00053691.pdf,84,2026-09-15,,検索リスト+取得台帳,,対応不要
KP00053692,26,サンゴ礁のエビハンドブック,検索リスト,,峯水亮,文一総合出版,2013-02,9784829981108,9784829955420,library.pref.hokkaido,取得済,サンゴ礁のエビハンドブック.pdf,148,2026-08-13,,検索リスト+取得台帳,,対応不要
KP00053693,43,ハチハンドブック,検索リスト,,藤丸篤夫,文一総合出版,2014-07,9784829981252,9784829955437,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053694,3,モグラハンドブック,検索リスト,,飯島正広 土屋公幸,文一総合出版,2015-07,9784829981337,9784829955444,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053695,39,昆虫の食草・食樹,検索リスト,,森上信夫 林将之,文一総合出版,2007-04,9784829900260,9784829955451,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053697,56,虫こぶハンドブック,検索リスト,,薄葉重,文一総合出版,2003-06,9784829921784,9784829955475,library.pref.hokkaido,取得済,capture_20260915_KP00053697.pdf,84,2026-09-15,,検索リスト+取得台帳,,対応不要
KP00053698,28,土の中の小さな生き物ハンドブック,検索リスト,,皆越ようせい【文・写真】 渡辺弘之【監修】,文一総合出版,2005-10,9784829921937,9784829955482,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053699,52,野ばらハンドブック,検索リスト,,御巫由紀【解説】 大作晃一【写真】,文一総合出版,2019-06,9784829981368,9784829955499,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053700,40,きれいでふしぎな粘菌,検索リスト,森の小さな生きもの紀行 1,新井文彦 川上新一【監修】,文一総合出版,2020-12,9784829990001,9784829955505,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053701,46,いつでもどこでもきのこ,検索リスト,森の小さな生きもの紀行 2,保坂健太郎【文】 新井文彦【写真】,文一総合出版,2021-01,9784829990018,9784829955512,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00053702,50,あなたのあしもとコケの森,検索リスト,森の小さな生きもの紀行 3,鵜沢美穂子【文】 新井文彦【写真】,文一総合出版,2021-03,9784829990025,9784829955529,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00054342,54,都市の樹木433,検索リスト,ポケット図鑑,岩崎哲也,文一総合出版,2012-04,9784829911877,9784829955178,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00054437,67,木本植物の生理生態,検索リスト,,小池孝良 北尾光俊 市栄智明 渡辺誠,共立出版,2020-11,9784320058125,9784320950993,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00054669,120,進化38億年の偶然と必然,検索リスト,生命の多様性はどのようにして生まれたか,長谷川政美,国書刊行会,2020-10,9784336070371,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00055133,,,未確認,,,,,,,,不完全,in_capture_20260921_KP00055133.pdf,331,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま / キャプチャが途中。取り直したら pages と status を更新する
KP00055921,,,未確認,,,,,,,,取得済,capture_20260921_KP00055921.pdf,130,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00056545,,,未確認,,,,,,,,取得済,capture_20260916_KP00056545.pdf,161,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00056603,,,未確認,,,,,,,,取得済,capture_20260922_KP00056603.pdf,222,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00056881,,,未確認,,,,,,,,取得済,capture_20260921_KP00056881.pdf,305,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00056882,,,未確認,,,,,,,,取得済,capture_20260921_KP00056882.pdf,343,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00056891,,,未確認,,,,,,,,取得済,capture_20260916_KP00056891.pdf,194,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00056907,,,未確認,,,,,,,,取得済,capture_20260916_KP00056907.pdf,97,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00057048,,,未確認,,,,,,,,取得済,capture_20260916_KP00057048.pdf,322,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00057077,96,タヌキ学入門,検索リスト,かちかち山から3.11まで 身近な野生動物の意外な素顔,高槻成紀,誠文堂新光社,2016-01,9784416115473,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00057097,84,新訂 同姓異読み人名辞典 西洋人編,検索リスト,,日外アソシエーツ【編】,日外アソシエーツ,2022-01,9784816929076,9784816987854,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00057287,,,未確認,,,,,,,,取得済,capture_20260917_KP00057287.pdf,144,2026-09-17,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00057345,,,未確認,,,,,,,,取得済,capture_20260916_KP00057345.pdf,204,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00057392,,,未確認,,,,,,,,取得済,capture_20260921_KP00057392.pdf,386,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00057395,,,未確認,,,,,,,,取得済,capture_20260921_KP00057395.pdf,336,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00058105,72,魚類学の百科事典,検索リスト,,日本魚類学会【編】,丸善出版,2018-10,9784621303177,,library.pref.hokkaido,取得済,capture_20260916_KP00058105.pdf,744,2026-09-16,,検索リスト+取得台帳,,対応不要
KP00058498,100,雨もキノコも鼻クソも 大気微生物の世界,検索リスト,気候・健康・発酵とバイオエアロゾル,牧輝弥,築地書館,2021-11,9784806716273,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00058500,119,海鳥と地球と人間,検索リスト,漁業・プラスチック・洋上風発・野ネコ問題と生態系,綿貫豊,築地書館,2022-01,9784806716297,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00058515,,,未確認,,,,,,,,取得済,capture_20260921_KP00058515.pdf,161,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00058653,,,未確認,,,,,,,,取得済,capture_20260922_KP00058653.pdf,225,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00058698,,,未確認,,,,,,,,取得済,capture_20260922_KP00058698.pdf,160,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
